"X","Y","Z","Ux","Uy","Uz","exx","eyy","ezz","exz","eyz","exy","eHorz","eVol","eOctSh","Sxx","Syy","Szz","Sxz","Syz","Sxy","q","p","tOctSh","Mr","Poisson Ratio",
103.001,0,15.71002,-1.63,0,-25.29,186,292,-714,-486,0,0,186,-236,1202,-1.7,-.6,-14,-2.7,0,0,13.7,-16.3,12.9,7440,.35,
104.001,0,15.71002,-1.45,0,-25.68,188,299,-740,-452,0,0,188,-253,1189,-1.7,-.6,-14.5,-2.5,0,0,14.1,-16.8,13.3,7440,.35,
105.001,0,15.71002,-1.26,0,-26,188,307,-761,-361,0,0,188,-267,1123,-1.7,-.6,-14.9,-1.8,0,0,14.2,-17.2,13.4,7440,.35,
106.001,0,15.71002,-1.06,0,-26.26,218,313,-779,-307,0,0,218,-248,1108,-1.7,-.6,-15.3,-1.6,0,0,14.4,-17.5,13.6,7440,.35,
107.001,0,15.71002,-.85,0,-26.49,213,318,-794,-259,0,0,213,-263,1088,-1.7,-.6,-15.5,-1.2,0,0,14.5,-17.8,13.7,7440,.35,
108.001,0,15.71002,-.62,0,-26.67,232,322,-806,-209,0,0,232,-252,1079,-1.8,-.6,-15.7,-.9,0,0,14.6,-18.1,13.8,7420,.35,
109.001,0,15.71002,-.4,0,-26.8,239,325,-815,-106,0,0,239,-251,1051,-1.8,-.6,-15.9,-.6,0,0,14.7,-18.3,13.9,7420,.35,
110.001,0,15.71002,-.16,0,-26.86,228,327,-821,-67,0,0,228,-266,1045,-1.8,-.6,-16,-.3,0,0,14.7,-18.4,13.9,7420,.35,
111.001,0,15.71002,.07,0,-26.87,235,328,-824,-2,0,0,235,-261,1045,-1.8,-.6,-16,0,0,0,14.8,-18.4,14,7420,.35,
112.001,0,15.71002,.31,0,-26.82,228,328,-823,109,0,0,228,-268,1056,-1.8,-.6,-16,.3,0,0,14.8,-18.4,14,7420,.35,
113.001,0,15.71002,.54,0,-26.7,239,326,-818,148,0,0,239,-254,1068,-1.8,-.6,-15.9,.6,0,0,14.7,-18.3,13.9,7420,.35,
114.001,0,15.71002,.77,0,-26.52,223,323,-811,217,0,0,223,-265,1084,-1.8,-.6,-15.8,.9,0,0,14.7,-18.1,13.9,7420,.35,
115.001,0,15.71002,1,0,-26.29,232,320,-800,261,0,0,232,-248,1103,-1.7,-.6,-15.6,1.3,0,0,14.6,-17.9,13.8,7420,.35,
116.001,0,15.71002,1.22,0,-26,220,314,-787,358,0,0,220,-252,1156,-1.7,-.6,-15.4,1.6,0,0,14.5,-17.6,13.7,7420,.35,
117.001,0,15.71002,1.43,0,-25.65,192,308,-770,403,0,0,192,-269,1169,-1.6,-.6,-15.1,1.9,0,0,14.4,-17.3,13.6,7420,.35,
118.001,0,15.71002,1.62,0,-25.27,194,301,-751,438,0,0,194,-256,1185,-1.6,-.6,-14.7,2,0,0,14,-16.9,13.2,7420,.35,
119.001,0,15.71002,1.82,0,-24.8,192,294,-726,555,0,0,192,-240,1290,-1.6,-.6,-14.2,2.7,0,0,14,-16.4,13.2,7420,.35,
.001,0,15.81002,-2.67,0,-16.13,-34,142,-289,-719,0,0,-34,-181,1226,-2.5,-.9,-4.8,-3,0,0,6.2,-8.1,5.9,13200,.35,
1.001,0,15.81002,-2.7,0,-16.76,-34,151,-318,-720,0,0,-34,-201,1237,-2.5,-.9,-5.3,-3.2,0,0,6.7,-8.7,6.3,13200,.35,
2.001,0,15.81002,-2.73,0,-17.39,-34,162,-347,-721,0,0,-34,-219,1249,-2.5,-.9,-5.8,-3.3,0,0,7.2,-9.2,6.8,13200,.35,
3.001,0,15.81002,-2.76,0,-18.03,-2,173,-376,-723,0,0,-2,-205,1267,-2.6,-.9,-6.4,-3.5,0,0,7.9,-9.9,7.4,14300,.35,
4.001,0,15.81002,-2.76,0,-18.66,-2,185,-405,-723,0,0,-2,-223,1280,-2.6,-.9,-7.1,-3.7,0,0,8.5,-10.5,8,14300,.35,
5.001,0,15.81002,-2.74,0,-19.29,22,196,-435,-710,0,0,22,-217,1275,-2.5,-.9,-7.8,-3.8,0,0,9.1,-11.1,8.6,14900,.35,
6.001,0,15.81002,-2.71,0,-19.93,49,207,-467,-754,0,0,49,-211,1359,-2.5,-.8,-8.5,-3.9,0,0,9.7,-11.8,9.1,15600,.35,
7.001,0,15.81002,-2.66,0,-20.6,49,219,-501,-752,0,0,49,-234,1374,-2.4,-.8,-9.2,-3.9,0,0,10.3,-12.3,9.7,15600,.35,
8.000999,0,15.81002,-2.6,0,-21.24,68,231,-535,-723,0,0,68,-236,1351,-2.3,-.7,-9.9,-3.9,0,0,10.9,-12.9,10.3,16000,.35,
9.000999,0,15.81002,-2.52,0,-21.86,92,242,-566,-670,0,0,92,-232,1300,-2.1,-.7,-10.7,-3.9,0,0,11.5,-13.6,10.9,16500,.35,
10.001,0,15.81002,-2.42,0,-22.47,121,253,-599,-710,0,0,121,-225,1381,-2,-.7,-11.5,-3.7,0,0,12.1,-14.1,11.4,16700,.35,
11.001,0,15.81002,-2.29,0,-23.09,130,263,-635,-678,0,0,130,-241,1362,-1.9,-.6,-12.1,-3.5,0,0,12.5,-14.7,11.8,16900,.35,
12.001,0,15.81002,-2.15,0,-23.66,144,274,-668,-611,0,0,144,-250,1300,-1.8,-.6,-12.8,-3.3,0,0,13,-15.2,12.3,17200,.35,
13.001,0,15.81002,-2.01,0,-24.19,149,284,-697,-568,0,0,149,-264,1270,-1.7,-.6,-13.5,-3,0,0,13.4,-15.8,12.7,17300,.35,
14.001,0,15.81002,-1.83,0,-24.69,191,292,-724,-553,0,0,191,-241,1285,-1.6,-.6,-14.1,-2.7,0,0,13.8,-16.3,13,17400,.35,
15.001,0,15.81002,-1.64,0,-25.17,193,299,-750,-436,0,0,193,-257,1182,-1.6,-.6,-14.5,-2,0,0,13.9,-16.8,13.1,17500,.35,
16.001,0,15.81002,-1.45,0,-25.55,191,307,-769,-402,0,0,191,-271,1167,-1.6,-.6,-15,-1.9,0,0,14.3,-17.1,13.5,17400,.35,
17.001,0,15.81002,-1.24,0,-25.89,219,313,-786,-358,0,0,219,-253,1153,-1.6,-.6,-15.2,-1.6,0,0,14.4,-17.5,13.6,17300,.35,
18.001,0,15.81002,-1.02,0,-26.19,238,318,-799,-298,0,0,238,-243,1128,-1.7,-.6,-15.5,-1.3,0,0,14.5,-17.8,13.7,17200,.35,
19.001,0,15.81002,-.79,0,-26.43,222,322,-810,-217,0,0,222,-266,1083,-1.7,-.6,-15.7,-1,0,0,14.6,-18,13.8,16900,.35,
20.001,0,15.81002,-.56,0,-26.61,238,324,-818,-149,0,0,238,-256,1067,-1.8,-.6,-15.8,-.6,0,0,14.7,-18.2,13.9,16700,.35,
21.001,0,15.81002,-.33,0,-26.73,227,326,-823,-109,0,0,227,-270,1055,-1.8,-.6,-15.9,-.3,0,0,14.7,-18.3,13.9,16500,.35,
22.001,0,15.81002,-.1,0,-26.8,234,327,-824,1,0,0,234,-263,1045,-1.8,-.6,-15.9,0,0,0,14.7,-18.3,13.9,16000,.35,
23.001,0,15.81002,.14,0,-26.79,227,326,-822,65,0,0,227,-269,1044,-1.8,-.6,-15.9,.2,0,0,14.7,-18.3,13.9,15600,.35,
24.001,0,15.81002,.37,0,-26.73,238,324,-816,105,0,0,238,-254,1051,-1.8,-.6,-15.8,.5,0,0,14.6,-18.2,13.8,15600,.35,
25.001,0,15.81002,.6,0,-26.61,231,321,-807,207,0,0,231,-255,1079,-1.7,-.6,-15.6,.9,0,0,14.6,-18,13.8,14900,.35,
26.001,0,15.81002,.83,0,-26.43,212,318,-795,257,0,0,212,-266,1087,-1.7,-.6,-15.5,1.2,0,0,14.5,-17.7,13.7,14300,.35,
27.001,0,15.81002,1.04,0,-26.21,217,313,-781,304,0,0,217,-251,1107,-1.7,-.6,-15.2,1.5,0,0,14.3,-17.4,13.5,14300,.35,
28.001,0,15.81002,1.24,0,-25.95,185,306,-763,332,0,0,185,-272,1099,-1.6,-.6,-14.9,1.8,0,0,14.1,-17.1,13.3,13200,.35,
29.001,0,15.81002,1.42,0,-25.64,187,299,-743,448,0,0,187,-257,1187,-1.7,-.6,-14.4,2.5,0,0,14,-16.7,13.2,13200,.35,
30.001,0,15.81002,1.61,0,-25.26,185,292,-717,483,0,0,185,-240,1200,-1.7,-.6,-14,2.6,0,0,13.6,-16.2,12.9,13200,.35,
31.001,0,15.81002,1.77,0,-24.85,143,283,-689,497,0,0,143,-263,1181,-1.8,-.6,-13.3,2.9,0,0,13.2,-15.7,12.5,12100,.35,
32.001,0,15.81002,1.91,0,-24.41,130,273,-659,576,0,0,130,-255,1248,-1.9,-.6,-12.7,3.2,0,0,12.7,-15.2,12,12100,.35,
33.001,0,15.81002,2.03,0,-23.92,122,263,-625,615,0,0,122,-240,1272,-2,-.7,-12,3.4,0,0,12.3,-14.6,11.6,12100,.35,
34.001,0,15.81002,2.15,0,-23.38,112,253,-589,652,0,0,112,-224,1294,-2.1,-.7,-11.3,3.6,0,0,11.8,-14.1,11.1,12100,.35,
35.001,0,15.81002,2.24,0,-22.86,71,242,-557,638,0,0,71,-244,1248,-2.2,-.7,-10.5,3.7,0,0,11.2,-13.5,10.5,11600,.35,
36.001,0,15.81002,2.3,0,-22.33,58,231,-525,663,0,0,58,-236,1261,-2.4,-.8,-9.8,3.7,0,0,10.5,-12.9,9.9,11600,.35,
37.001,0,15.81002,2.35,0,-21.76,39,219,-492,692,0,0,39,-233,1282,-2.5,-.8,-9.1,3.7,0,0,9.9,-12.4,9.4,11600,.35,
38.001,0,15.81002,2.39,0,-21.17,39,208,-457,694,0,0,39,-209,1266,-2.6,-.9,-8.3,3.7,0,0,9.3,-11.8,8.8,11600,.35,
39.001,0,15.81002,2.4,0,-20.63,13,197,-426,649,0,0,13,-217,1182,-2.6,-.9,-7.6,3.6,0,0,8.7,-11.2,8.2,10400,.35,
40.001,0,15.81002,2.41,0,-20.09,-12,186,-397,662,0,0,-12,-222,1185,-2.7,-.9,-7,3.4,0,0,8.1,-10.6,7.6,10400,.35,
41.001,0,15.81002,2.39,0,-19.54,-12,175,-368,662,0,0,-12,-204,1172,-2.7,-.9,-6.4,3.3,0,0,7.4,-9.9,7,10400,.35,
42.001,0,15.81002,2.35,0,-19,-47,164,-339,642,0,0,-47,-222,1127,-2.7,-.9,-5.7,3.1,0,0,6.8,-9.3,6.4,10400,.35,
43.001,0,15.81002,2.3,0,-18.48,-56,154,-310,610,0,0,-56,-212,1066,-2.7,-.9,-5.2,2.9,0,0,6.3,-8.8,5.9,10400,.35,
44.001,0,15.81002,2.24,0,-17.98,-56,145,-282,608,0,0,-56,-192,1053,-2.6,-.9,-4.8,2.7,0,0,5.8,-8.3,5.5,10400,.35,
45.001,0,15.81002,2.16,0,-17.51,-95,136,-255,574,0,0,-95,-214,991,-2.6,-.9,-4.3,2.5,0,0,5.3,-7.8,5,10400,.35,
46.001,0,15.81002,2.06,0,-17.06,-82,127,-230,479,0,0,-82,-184,835,-2.5,-.8,-3.9,2.4,0,0,4.9,-7.3,4.6,8940,.35,
47.001,0,15.81002,1.98,0,-16.68,-82,119,-207,475,0,0,-82,-170,821,-2.4,-.8,-3.6,2.2,0,0,4.5,-6.8,4.2,8940,.35,
48.001,0,15.81002,1.9,0,-16.3,-82,112,-185,471,0,0,-82,-155,808,-2.3,-.8,-3.3,2,0,0,4.1,-6.4,3.9,8940,.35,
49.001,0,15.81002,1.8,0,-15.99,-100,105,-171,394,0,0,-100,-166,684,-2.3,-.7,-3,1.9,0,0,3.8,-6,3.6,8940,.35,
50.001,0,15.81002,1.7,0,-15.68,-100,99,-158,389,0,0,-100,-159,672,-2.2,-.7,-2.7,1.7,0,0,3.4,-5.6,3.2,8940,.35,
51.001,0,15.81002,1.6,0,-15.37,-100,93,-144,384,0,0,-100,-151,659,-2.1,-.7,-2.5,1.5,0,0,3.2,-5.3,3,8940,.35,
52.001,0,15.81002,1.5,0,-15.07,-101,87,-132,307,0,0,-101,-145,537,-2,-.6,-2.4,1.4,0,0,2.9,-5,2.7,8940,.35,
53.001,0,15.81002,1.4,0,-14.84,-101,82,-123,302,0,0,-101,-141,527,-1.9,-.6,-2.2,1.3,0,0,2.6,-4.8,2.5,8940,.35,
54.001,0,15.81002,1.3,0,-14.6,-101,78,-115,297,0,0,-101,-138,516,-1.9,-.6,-2,1.1,0,0,2.4,-4.5,2.2,8940,.35,
55.001,0,15.81002,1.2,0,-14.37,-101,74,-107,293,0,0,-101,-133,506,-1.8,-.6,-1.9,1,0,0,2.1,-4.3,2,8940,.35,
56.001,0,15.81002,1.1,0,-14.13,-101,70,-99,288,0,0,-101,-129,496,-1.8,-.6,-1.8,.9,0,0,1.9,-4.2,1.8,8940,.35,
57.001,0,15.81002,1,0,-13.91,-109,67,-91,252,0,0,-109,-133,440,-1.7,-.6,-1.8,.8,0,0,1.8,-4.1,1.7,8940,.35,
58.001,0,15.81002,.89,0,-13.71,-109,64,-83,246,0,0,-109,-128,430,-1.7,-.6,-1.7,.7,0,0,1.7,-4,1.6,8940,.35,
59.001,0,15.81002,.76,0,-13.55,-124,61,-77,183,0,0,-124,-139,338,-1.7,-.6,-1.6,.7,0,0,1.5,-3.9,1.5,8940,.35,
60.001,0,15.81002,.65,0,-13.45,-111,60,-73,87,0,0,-111,-124,203,-1.6,-.5,-1.6,.6,0,0,1.4,-3.8,1.4,8940,.35,
61.001,0,15.81002,.54,0,-13.39,-111,58,-71,81,0,0,-111,-124,196,-1.6,-.5,-1.5,.5,0,0,1.3,-3.7,1.3,8940,.35,
62.001,0,15.81002,.44,0,-13.38,-96,57,-71,20,0,0,-96,-110,138,-1.6,-.5,-1.5,.4,0,0,1.1,-3.6,1.2,7920,.35,
63.001,0,15.81002,.34,0,-13.38,-96,56,-71,15,0,0,-96,-110,136,-1.5,-.5,-1.4,.3,0,0,1,-3.5,1.1,7920,.35,
64.001,0,15.81002,.24,0,-13.38,-96,56,-71,11,0,0,-96,-111,134,-1.5,-.5,-1.4,.2,0,0,.8,-3.4,1,7920,.35,
65.001,0,15.81002,.15,0,-13.38,-96,55,-71,7,0,0,-96,-111,133,-1.5,-.5,-1.3,.2,0,0,.7,-3.3,.9,7920,.35,
66.001,0,15.81002,.05,0,-13.38,-96,55,-71,2,0,0,-96,-112,132,-1.4,-.5,-1.3,.1,0,0,.6,-3.2,.9,7920,.35,
67.001,0,15.81002,-.04,0,-13.38,-96,55,-71,-2,0,0,-96,-112,132,-1.4,-.5,-1.3,-.1,0,0,.6,-3.2,.9,7920,.35,
68.001,0,15.81002,-.14,0,-13.38,-96,55,-71,-6,0,0,-96,-111,133,-1.5,-.5,-1.3,-.2,0,0,.7,-3.3,.9,7920,.35,
69.001,0,15.81002,-.24,0,-13.38,-96,56,-71,-11,0,0,-96,-111,134,-1.5,-.5,-1.4,-.2,0,0,.8,-3.3,1,7920,.35,
70.001,0,15.81002,-.33,0,-13.38,-96,56,-71,-15,0,0,-96,-111,136,-1.5,-.5,-1.4,-.3,0,0,1,-3.4,1.1,7920,.35,
71.001,0,15.81002,-.43,0,-13.38,-96,57,-71,-19,0,0,-96,-110,138,-1.6,-.5,-1.5,-.4,0,0,1.1,-3.5,1.1,7920,.35,
72.001,0,15.81002,-.53,0,-13.38,-111,58,-71,-81,0,0,-111,-124,195,-1.6,-.5,-1.5,-.5,0,0,1.2,-3.6,1.3,7920,.35,
73.001,0,15.81002,-.64,0,-13.44,-111,59,-73,-86,0,0,-111,-124,203,-1.6,-.5,-1.6,-.6,0,0,1.4,-3.7,1.4,7920,.35,
74.001,0,15.81002,-.75,0,-13.54,-124,61,-76,-182,0,0,-124,-139,337,-1.7,-.5,-1.6,-.6,0,0,1.5,-3.8,1.5,7920,.35,
75.001,0,15.81002,-.88,0,-13.69,-109,64,-82,-246,0,0,-109,-128,429,-1.7,-.6,-1.7,-.7,0,0,1.7,-3.9,1.6,7920,.35,
76.001,0,15.81002,-.99,0,-13.9,-109,67,-90,-251,0,0,-109,-133,440,-1.7,-.6,-1.7,-.8,0,0,1.8,-4,1.7,7920,.35,
77.001,0,15.81002,-1.09,0,-14.11,-101,70,-98,-287,0,0,-101,-129,495,-1.8,-.6,-1.8,-.9,0,0,1.9,-4.1,1.8,7550,.35,
78.001,0,15.81002,-1.19,0,-14.35,-101,74,-106,-292,0,0,-101,-133,505,-1.8,-.6,-1.9,-1,0,0,2.1,-4.3,2,7550,.35,
79.001,0,15.81002,-1.29,0,-14.58,-101,78,-114,-297,0,0,-101,-137,516,-1.9,-.6,-2,-1.1,0,0,2.3,-4.5,2.2,7550,.35,
80.001,0,15.81002,-1.39,0,-14.82,-101,82,-123,-302,0,0,-101,-141,526,-1.9,-.6,-2.2,-1.2,0,0,2.6,-4.7,2.4,7550,.35,
81.001,0,15.81002,-1.49,0,-15.05,-101,87,-131,-307,0,0,-101,-144,537,-2,-.6,-2.4,-1.4,0,0,2.9,-5,2.7,7550,.35,
82.001,0,15.81002,-1.59,0,-15.35,-100,92,-143,-383,0,0,-100,-151,658,-2.1,-.7,-2.5,-1.5,0,0,3.1,-5.3,3,7550,.35,
83.001,0,15.81002,-1.69,0,-15.65,-100,98,-157,-388,0,0,-100,-158,671,-2.2,-.7,-2.7,-1.7,0,0,3.4,-5.5,3.2,7550,.35,
84.001,0,15.81002,-1.79,0,-15.96,-100,104,-170,-393,0,0,-100,-166,683,-2.2,-.7,-3,-1.8,0,0,3.8,-5.9,3.5,7550,.35,
85.001,0,15.81002,-1.89,0,-16.27,-100,112,-184,-398,0,0,-100,-172,696,-2.3,-.8,-3.3,-2,0,0,4.1,-6.4,3.9,7550,.35,
86.001,0,15.81002,-1.98,0,-16.64,-82,118,-206,-475,0,0,-82,-169,820,-2.4,-.8,-3.6,-2.2,0,0,4.5,-6.8,4.2,7550,.35,
87.001,0,15.81002,-2.06,0,-17.02,-82,126,-228,-479,0,0,-82,-183,834,-2.5,-.8,-3.9,-2.3,0,0,4.8,-7.2,4.6,7550,.35,
88.001,0,15.81002,-2.15,0,-17.47,-95,135,-253,-573,0,0,-95,-212,989,-2.6,-.9,-4.3,-2.5,0,0,5.3,-7.7,5,7550,.35,
89.001,0,15.81002,-2.24,0,-17.94,-56,145,-279,-608,0,0,-56,-191,1052,-2.6,-.9,-4.8,-2.7,0,0,5.8,-8.2,5.4,7550,.35,
90.001,0,15.81002,-2.29,0,-18.44,-56,153,-308,-610,0,0,-56,-210,1065,-2.7,-.9,-5.2,-2.9,0,0,6.2,-8.8,5.9,7550,.35,
91.001,0,15.81002,-2.35,0,-18.96,-47,163,-336,-642,0,0,-47,-221,1126,-2.7,-.9,-5.7,-3.1,0,0,6.7,-9.3,6.4,7550,.35,
92.001,0,15.81002,-2.39,0,-19.49,-12,175,-365,-662,0,0,-12,-202,1170,-2.7,-.9,-6.3,-3.3,0,0,7.4,-9.9,7,7440,.35,
93.001,0,15.81002,-2.4,0,-20.04,-12,185,-394,-662,0,0,-12,-221,1184,-2.7,-.9,-6.9,-3.4,0,0,8,-10.5,7.6,7440,.35,
94.001,0,15.81002,-2.4,0,-20.58,13,196,-424,-649,0,0,13,-215,1181,-2.6,-.9,-7.6,-3.6,0,0,8.6,-11.1,8.1,7440,.35,
95.001,0,15.81002,-2.39,0,-21.12,13,207,-454,-720,0,0,13,-233,1300,-2.6,-.9,-8.3,-3.7,0,0,9.3,-11.7,8.7,7440,.35,
96.001,0,15.81002,-2.35,0,-21.71,39,218,-489,-692,0,0,39,-231,1280,-2.5,-.8,-9,-3.7,0,0,9.9,-12.3,9.3,7440,.35,
97.001,0,15.81002,-2.31,0,-22.28,58,230,-523,-663,0,0,58,-234,1260,-2.4,-.8,-9.7,-3.7,0,0,10.5,-12.8,9.9,7440,.35,
98.001,0,15.81002,-2.24,0,-22.82,71,241,-555,-638,0,0,71,-243,1246,-2.2,-.7,-10.5,-3.7,0,0,11.1,-13.5,10.5,7440,.35,
99.001,0,15.81002,-2.16,0,-23.33,112,252,-586,-652,0,0,112,-222,1293,-2.1,-.7,-11.2,-3.6,0,0,11.7,-14,11,7440,.35,
100.001,0,15.81002,-2.04,0,-23.87,122,263,-622,-616,0,0,122,-238,1270,-2,-.7,-11.9,-3.4,0,0,12.2,-14.6,11.5,7440,.35,
101.001,0,15.81002,-1.91,0,-24.37,130,273,-656,-577,0,0,130,-253,1246,-1.9,-.6,-12.6,-3.2,0,0,12.7,-15.1,12,7440,.35,
102.001,0,15.81002,-1.78,0,-24.82,143,283,-687,-497,0,0,143,-261,1179,-1.8,-.6,-13.3,-2.9,0,0,13.2,-15.7,12.4,7440,.35,
103.001,0,15.81002,-1.62,0,-25.22,185,291,-714,-483,0,0,185,-238,1199,-1.7,-.6,-13.9,-2.7,0,0,13.6,-16.2,12.8,7440,.35,
104.001,0,15.81002,-1.44,0,-25.61,187,298,-740,-449,0,0,187,-255,1185,-1.7,-.6,-14.4,-2.5,0,0,14,-16.7,13.2,7440,.35,
105.001,0,15.81002,-1.25,0,-25.92,187,306,-761,-359,0,0,187,-269,1120,-1.6,-.6,-14.8,-1.8,0,0,14.1,-17.1,13.3,7440,.35,
106.001,0,15.81002,-1.06,0,-26.18,217,312,-779,-305,0,0,217,-250,1106,-1.7,-.6,-15.2,-1.6,0,0,14.3,-17.4,13.5,7440,.35,
107.001,0,15.81002,-.84,0,-26.41,212,317,-794,-258,0,0,212,-265,1086,-1.7,-.6,-15.4,-1.2,0,0,14.4,-17.7,13.6,7440,.35,
108.001,0,15.81002,-.62,0,-26.59,231,321,-806,-208,0,0,231,-254,1078,-1.7,-.6,-15.6,-.9,0,0,14.5,-18,13.7,7420,.35,
109.001,0,15.81002,-.39,0,-26.72,238,324,-815,-105,0,0,238,-253,1050,-1.8,-.6,-15.8,-.6,0,0,14.6,-18.2,13.8,7420,.35,
110.001,0,15.81002,-.16,0,-26.78,227,326,-821,-66,0,0,227,-269,1043,-1.8,-.6,-15.9,-.3,0,0,14.7,-18.3,13.9,7420,.35,
111.001,0,15.81002,.07,0,-26.79,234,327,-824,-2,0,0,234,-263,1044,-1.8,-.6,-15.9,0,0,0,14.7,-18.3,13.9,7420,.35,
112.001,0,15.81002,.31,0,-26.74,227,327,-823,109,0,0,227,-270,1055,-1.8,-.6,-15.9,.3,0,0,14.7,-18.3,13.9,7420,.35,
113.001,0,15.81002,.54,0,-26.61,238,324,-818,148,0,0,238,-256,1067,-1.8,-.6,-15.8,.6,0,0,14.7,-18.2,13.8,7420,.35,
114.001,0,15.81002,.77,0,-26.44,222,322,-811,216,0,0,222,-267,1083,-1.7,-.6,-15.7,.9,0,0,14.6,-18,13.8,7420,.35,
115.001,0,15.81002,1,0,-26.21,231,319,-800,260,0,0,231,-250,1101,-1.7,-.6,-15.5,1.3,0,0,14.5,-17.8,13.7,7420,.35,
116.001,0,15.81002,1.22,0,-25.92,219,313,-787,357,0,0,219,-254,1154,-1.7,-.6,-15.3,1.6,0,0,14.4,-17.5,13.6,7420,.35,
117.001,0,15.81002,1.43,0,-25.58,191,307,-770,401,0,0,191,-271,1167,-1.6,-.6,-15,1.9,0,0,14.3,-17.2,13.5,7420,.35,
118.001,0,15.81002,1.62,0,-25.2,193,300,-751,436,0,0,193,-258,1183,-1.6,-.6,-14.6,2,0,0,13.9,-16.8,13.1,7420,.35,
119.001,0,15.81002,1.81,0,-24.73,191,293,-726,552,0,0,191,-242,1286,-1.6,-.6,-14.1,2.7,0,0,13.9,-16.3,13.1,7420,.35,
.001,0,15.91002,-2.66,0,-16.1,-33,141,-289,-716,0,0,-33,-181,1222,-2.5,-.9,-4.8,-3,0,0,6.2,-8.1,5.9,13200,.35,
1.001,0,15.91002,-2.69,0,-16.73,-33,151,-318,-717,0,0,-33,-201,1233,-2.5,-.9,-5.3,-3.2,0,0,6.7,-8.7,6.3,13200,.35,
2.001,0,15.91002,-2.72,0,-17.36,-33,161,-347,-718,0,0,-33,-219,1245,-2.5,-.9,-5.8,-3.3,0,0,7.2,-9.2,6.8,13200,.35,
3.001,0,15.91002,-2.75,0,-17.99,-2,173,-376,-721,0,0,-2,-206,1263,-2.6,-.9,-6.4,-3.5,0,0,7.8,-9.9,7.4,14300,.35,
4.001,0,15.91002,-2.75,0,-18.62,-2,184,-405,-720,0,0,-2,-224,1275,-2.6,-.9,-7.1,-3.7,0,0,8.4,-10.5,8,14300,.35,
5.001,0,15.91002,-2.73,0,-19.25,22,195,-435,-707,0,0,22,-218,1271,-2.5,-.9,-7.7,-3.8,0,0,9.1,-11.1,8.5,14900,.35,
6.001,0,15.91002,-2.7,0,-19.88,48,206,-467,-750,0,0,48,-212,1354,-2.5,-.8,-8.4,-3.9,0,0,9.7,-11.7,9.1,15600,.35,
7.001,0,15.91002,-2.66,0,-20.55,48,218,-501,-749,0,0,48,-235,1368,-2.4,-.8,-9.1,-3.9,0,0,10.2,-12.3,9.7,15600,.35,
8.000999,0,15.91002,-2.59,0,-21.19,68,230,-535,-719,0,0,68,-237,1346,-2.2,-.7,-9.9,-3.9,0,0,10.8,-12.9,10.2,16000,.35,
9.000999,0,15.91002,-2.51,0,-21.8,92,241,-566,-667,0,0,92,-233,1296,-2.1,-.7,-10.7,-3.8,0,0,11.4,-13.5,10.8,16500,.35,
10.001,0,15.91002,-2.41,0,-22.41,121,252,-599,-707,0,0,121,-226,1375,-2,-.7,-11.4,-3.7,0,0,12,-14.1,11.3,16700,.35,
11.001,0,15.91002,-2.28,0,-23.02,130,263,-635,-675,0,0,130,-243,1357,-1.9,-.6,-12.1,-3.5,0,0,12.4,-14.6,11.7,16900,.35,
12.001,0,15.91002,-2.14,0,-23.59,143,273,-668,-608,0,0,143,-252,1296,-1.8,-.6,-12.8,-3.3,0,0,12.9,-15.1,12.2,17200,.35,
13.001,0,15.91002,-2,0,-24.12,149,283,-697,-565,0,0,149,-265,1267,-1.7,-.6,-13.4,-3,0,0,13.4,-15.7,12.6,17300,.35,
14.001,0,15.91002,-1.83,0,-24.62,191,291,-724,-551,0,0,191,-242,1282,-1.6,-.6,-14,-2.7,0,0,13.7,-16.2,13,17400,.35,
15.001,0,15.91002,-1.63,0,-25.09,193,298,-750,-435,0,0,193,-259,1180,-1.6,-.6,-14.4,-2,0,0,13.8,-16.7,13,17500,.35,
16.001,0,15.91002,-1.44,0,-25.47,191,306,-769,-400,0,0,191,-272,1164,-1.6,-.6,-14.9,-1.9,0,0,14.2,-17,13.4,17400,.35,
17.001,0,15.91002,-1.24,0,-25.81,218,312,-786,-356,0,0,218,-255,1151,-1.6,-.6,-15.1,-1.6,0,0,14.3,-17.4,13.5,17300,.35,
18.001,0,15.91002,-1.02,0,-26.11,237,317,-799,-296,0,0,237,-245,1126,-1.7,-.6,-15.4,-1.3,0,0,14.5,-17.7,13.6,17200,.35,
19.001,0,15.91002,-.79,0,-26.35,221,321,-810,-216,0,0,221,-268,1082,-1.7,-.6,-15.6,-1,0,0,14.5,-17.9,13.7,16900,.35,
20.001,0,15.91002,-.56,0,-26.53,237,323,-818,-148,0,0,237,-258,1066,-1.8,-.6,-15.7,-.6,0,0,14.6,-18.1,13.8,16700,.35,
21.001,0,15.91002,-.33,0,-26.65,226,325,-823,-109,0,0,226,-272,1054,-1.8,-.6,-15.8,-.3,0,0,14.6,-18.2,13.8,16500,.35,
22.001,0,15.91002,-.1,0,-26.71,233,326,-824,1,0,0,233,-265,1044,-1.8,-.6,-15.8,0,0,0,14.6,-18.2,13.8,16000,.35,
23.001,0,15.91002,.14,0,-26.71,226,325,-822,65,0,0,226,-271,1043,-1.8,-.6,-15.8,.2,0,0,14.6,-18.2,13.8,15600,.35,
24.001,0,15.91002,.37,0,-26.65,237,323,-816,104,0,0,237,-256,1050,-1.8,-.6,-15.7,.5,0,0,14.5,-18.1,13.7,15600,.35,
